tree,genotype,block,year,coppice_year,coppice_number,height,d20,d50,dbh,cop_id
BESC-876-2,BESC-876,2,2015,0,0,NA,NA,NA,22.6,0
BESC-876-2,BESC-876,2,2018,0,0,NA,NA,NA,28.3,0
BESC-876-2,BESC-876,2,2019,0,0,NA,NA,NA,30,0
BESC-897-2,BESC-897,2,2010,0,0,339.54720000000003,NA,NA,NA,0
BESC-897-2,BESC-897,2,2011,0,0,649.8335999999999,11,9.1,NA,0
BESC-897-2,BESC-897,2,2012,0,0,960,NA,NA,9.9,0
BESC-897-2,BESC-897,2,2013,0,0,1270,NA,NA,13.5,0
BESC-897-2,BESC-897,2,2014,0,0,NA,NA,NA,16.2,0
BESC-897-2,BESC-897,2,2015,0,0,NA,NA,NA,19,0
BESC-897-2,BESC-897,2,2018,0,0,NA,NA,NA,24.200000000000003,0
BESC-897-2,BESC-897,2,2019,0,0,NA,NA,NA,26,0
GW-11026-2,GW-11026,2,2010,0,0,298.704,NA,NA,NA,0
GW-11026-2,GW-11026,2,2011,0,0,516.0264,8.200000000000001,7.300000000000001,NA,0
GW-11026-2,GW-11026,2,2012,0,0,680,NA,NA,8.200000000000001,0
GW-11026-2,GW-11026,2,2013,0,0,940,NA,NA,11.2,0
GW-11026-2,GW-11026,2,2014,0,0,NA,NA,NA,13,0
GW-11026-2,GW-11026,2,2015,0,0,NA,NA,NA,14.4,0
GW-11026-2,GW-11026,2,2018,0,0,NA,NA,NA,15.3,0
GW-11026-2,GW-11026,2,2019,0,0,NA,NA,NA,16.5,0
GW-9768-2,GW-9768,2,2010,0,0,304.8,NA,NA,NA,0
GW-9768-2,GW-9768,2,2011,0,0,541.3248,7.5,6.6000000000000005,NA,0
GW-9768-2,GW-9768,2,2012,0,0,830,NA,NA,7.2,0
GW-9768-2,GW-9768,2,2013,0,0,1160,NA,NA,10.3,0
GW-9768-2,GW-9768,2,2014,0,0,NA,NA,NA,12.4,0
GW-9768-2,GW-9768,2,2015,0,0,NA,NA,NA,14.5,0
GW-9768-2,GW-9768,2,2018,0,0,NA,NA,NA,18.7,0
GW-9768-2,GW-9768,2,2019,0,0,NA,NA,NA,19.9,0
GW-9776-2,GW-9776,2,2010,0,0,342.9,NA,NA,NA,0
GW-9776-2,GW-9776,2,2011,0,0,576.072,10,8.5,NA,0
GW-9776-2,GW-9776,2,2012,0,0,900,NA,NA,10,0
GW-9776-2,GW-9776,2,2013,0,0,1270,NA,NA,14,0
GW-9776-2,GW-9776,2,2014,0,0,NA,NA,NA,17.6,0
GW-9776-2,GW-9776,2,2015,0,0,NA,NA,NA,19.200000000000003,0
GW-9776-2,GW-9776,2,2018,0,0,NA,NA,NA,25.4,0
GW-9776-2,GW-9776,2,2019,0,0,NA,NA,NA,26.9,0
GW-9854-2,GW-9854,2,2010,0,0,152.4,NA,NA,NA,0
GW-9854-2,GW-9854,2,2011,0,0,469.392,6.5,5.9,NA,0
GW-9854-2,GW-9854,2,2012,0,0,700,NA,NA,6.5,0
GW-9854-2,GW-9854,2,2013,0,0,1190,NA,NA,9,0
GW-9854-2,GW-9854,2,2014,0,0,NA,NA,NA,10.6,0
GW-9854-2,GW-9854,2,2015,0,0,NA,NA,NA,11.1,0
GW-9854-2,GW-9854,2,2018,0,0,NA,NA,NA,12.3,0
GW-9854-2,GW-9854,2,2019,0,0,NA,NA,NA,13.3,0
SLMC-28-2-2,SLMC-28-2,2,2010,0,0,238.9632,NA,NA,NA,0
SLMC-28-2-2,SLMC-28-2,2,2011,0,0,454.152,8.9,7.800000000000001,NA,0
SLMC-28-2-2,SLMC-28-2,2,2012,0,0,750,NA,NA,7.6,0
SLMC-28-2-2,SLMC-28-2,2,2013,0,0,1120,NA,NA,9.2,0
SLMC-28-2-2,SLMC-28-2,2,2014,0,0,NA,NA,NA,12,0
SLMC-28-2-2,SLMC-28-2,2,2015,0,0,NA,NA,NA,11.2,0
SLMC-28-2-2,SLMC-28-2,2,2018,0,0,NA,NA,NA,15.3,0
SLMC-28-2-2,SLMC-28-2,2,2019,0,0,NA,NA,NA,15.9,0
BESC-102-3,BESC-102,3,2012,0,0,600,NA,NA,7,0
BESC-102-3,BESC-102,3,2013,0,0,710,NA,NA,11.4,0
BESC-102-3,BESC-102,3,2014,0,0,NA,NA,NA,14.4,0
BESC-102-3,BESC-102,3,2015,0,0,NA,NA,NA,17.6,0
BESC-102-3,BESC-102,3,2018,0,0,NA,NA,NA,23.8,0
BESC-102-3,BESC-102,3,2019,0,0,NA,NA,NA,24.8,0
BESC-119-3,BESC-119,3,2012,0,0,790,NA,NA,8.9,0
BESC-13-3,BESC-13,3,2012,0,0,600,NA,NA,4.2,0
BESC-13-3,BESC-13,3,2013,0,0,910,NA,NA,7.7,0
BESC-13-3,BESC-13,3,2014,0,0,NA,NA,NA,11,0
BESC-13-3,BESC-13,3,2015,0,0,NA,NA,NA,13.4,0
BESC-13-3,BESC-13,3,2018,0,0,NA,NA,NA,17.8,0
BESC-13-3,BESC-13,3,2019,0,0,NA,NA,NA,18.7,0
BESC-131-3,BESC-131,3,2012,1,0,600,NA,NA,4.6482,1
BESC-131-3,BESC-131,3,2013,0,1,340,3.3000000000000003,NA,NA,1
BESC-131-3,BESC-131,3,2014,0,1,NA,NA,NA,4.4,1
BESC-131-3,BESC-131,3,2015,0,1,NA,NA,NA,7.5,1
BESC-131-3,BESC-131,3,2018,0,1,NA,NA,NA,19.9,1
BESC-131-3,BESC-131,3,2019,0,1,NA,NA,NA,20.6,1
BESC-133-3,BESC-133,3,2012,0,0,510,NA,NA,5.800000000000001,0
BESC-133-3,BESC-133,3,2013,0,0,720,NA,NA,11.3,0
BESC-133-3,BESC-133,3,2014,0,0,NA,NA,NA,16.5,0
BESC-133-3,BESC-133,3,2015,0,0,NA,NA,NA,20.700000000000003,0
BESC-133-3,BESC-133,3,2018,0,0,NA,NA,NA,29,0
BESC-133-3,BESC-133,3,2019,0,0,NA,NA,NA,30,0
BESC-144-3,BESC-144,3,2012,1,0,430,NA,NA,2.7432000000000003,1
BESC-144-3,BESC-144,3,2013,0,1,300,3.3000000000000003,NA,NA,1
BESC-144-3,BESC-144,3,2014,0,1,NA,NA,NA,5.2,1
BESC-144-3,BESC-144,3,2015,0,1,NA,NA,NA,8.5,1
BESC-144-3,BESC-144,3,2018,0,1,NA,NA,NA,21.4,1
BESC-144-3,BESC-144,3,2019,0,1,NA,NA,NA,22,1
BESC-145-3,BESC-145,3,2012,0,0,780,NA,NA,8.1,0
BESC-145-3,BESC-145,3,2013,0,0,840,NA,NA,11.4,0
BESC-145-3,BESC-145,3,2014,0,0,NA,NA,NA,13.1,0
BESC-145-3,BESC-145,3,2015,0,0,NA,NA,NA,15.5,0
BESC-145-3,BESC-145,3,2018,0,0,NA,NA,NA,25,0
BESC-145-3,BESC-145,3,2019,0,0,NA,NA,NA,26.4,0
BESC-192-3,BESC-192,3,2012,0,0,430,NA,NA,3,0
BESC-192-3,BESC-192,3,2013,0,0,750,NA,NA,7.2,0
BESC-192-3,BESC-192,3,2014,0,0,NA,NA,NA,12.4,0
BESC-192-3,BESC-192,3,2015,0,0,NA,NA,NA,16.5,0
BESC-192-3,BESC-192,3,2018,0,0,NA,NA,NA,25,0
BESC-192-3,BESC-192,3,2019,0,0,NA,NA,NA,25.9,0
BESC-2-3,BESC-2,3,2012,0,0,610,NA,NA,5.5,0
BESC-2-3,BESC-2,3,2013,0,0,720,NA,NA,8.9,0
BESC-2-3,BESC-2,3,2014,0,0,NA,NA,NA,12.5,0
BESC-2-3,BESC-2,3,2015,0,0,NA,NA,NA,15.3,0
BESC-2-3,BESC-2,3,2018,0,0,NA,NA,NA,19.8,0
BESC-2-3,BESC-2,3,2019,0,0,NA,NA,NA,21.9,0
BESC-265-3,BESC-265,3,2012,0,0,670,NA,NA,6.4,0
BESC-265-3,BESC-265,3,2013,0,0,1050,NA,NA,10.3,0
BESC-265-3,BESC-265,3,2014,0,0,NA,NA,NA,13.6,0
BESC-265-3,BESC-265,3,2015,0,0,NA,NA,NA,16.5,0
BESC-265-3,BESC-265,3,2018,0,0,NA,NA,NA,21.4,0
BESC-265-3,BESC-265,3,2019,0,0,NA,NA,NA,22,0
BESC-319-3,BESC-319,3,2012,0,0,710,NA,NA,8.1,0
BESC-319-3,BESC-319,3,2013,0,0,1020,NA,NA,12.6,0
BESC-319-3,BESC-319,3,2014,0,0,NA,NA,NA,16.5,0
BESC-319-3,BESC-319,3,2015,0,0,NA,NA,NA,20.200000000000003,0
BESC-319-3,BESC-319,3,2018,0,0,NA,NA,NA,28,0
BESC-319-3,BESC-319,3,2019,0,0,NA,NA,NA,29.3,0
BESC-35-3,BESC-35,3,2012,1,0,670,NA,NA,5.1053999999999995,1
BESC-35-3,BESC-35,3,2013,0,1,310,2.2,NA,NA,1
BESC-35-3,BESC-35,3,2014,0,1,NA,NA,NA,4.5,1
BESC-35-3,BESC-35,3,2015,0,1,NA,NA,NA,7.4,1
BESC-35-3,BESC-35,3,2018,0,1,NA,NA,NA,15.9,1
BESC-35-3,BESC-35,3,2019,0,1,NA,NA,NA,16.8,1
BESC-351-3,BESC-351,3,2012,0,0,730,NA,NA,6.6000000000000005,0
BESC-351-3,BESC-351,3,2013,0,0,1110,NA,NA,10.8,0
BESC-351-3,BESC-351,3,2014,0,0,NA,NA,NA,14.6,0
BESC-351-3,BESC-351,3,2015,0,0,NA,NA,NA,16.6,0
BESC-351-3,BESC-351,3,2018,0,0,NA,NA,NA,21,0
BESC-351-3,BESC-351,3,2019,0,0,NA,NA,NA,22.3,0
BESC-36-3,BESC-36,3,2012,1,0,410,NA,NA,2.1336,1
BESC-36-3,BESC-36,3,2013,0,1,200,2.2,NA,NA,1
BESC-36-3,BESC-36,3,2014,0,1,NA,NA,NA,2.1,1
BESC-36-3,BESC-36,3,2015,0,1,NA,NA,NA,3.3000000000000003,1
BESC-36-3,BESC-36,3,2018,0,1,NA,NA,NA,12.1,1
BESC-36-3,BESC-36,3,2019,0,1,NA,NA,NA,13.3,1
BESC-388-3,BESC-388,3,2012,0,0,400,NA,NA,2.9000000000000004,0
BESC-388-3,BESC-388,3,2013,0,0,660,NA,NA,6,0
BESC-388-3,BESC-388,3,2014,0,0,NA,NA,NA,8.3,0
BESC-388-3,BESC-388,3,2015,0,0,NA,NA,NA,10,0
BESC-388-3,BESC-388,3,2018,0,0,NA,NA,NA,11.7,0
BESC-388-3,BESC-388,3,2019,0,0,NA,NA,NA,12.9,0
BESC-833-3,BESC-833,3,2012,0,0,770,NA,NA,8.700000000000001,0
BESC-833-3,BESC-833,3,2013,0,0,1060,NA,NA,12.4,0
BESC-833-3,BESC-833,3,2014,0,0,NA,NA,NA,15.8,0
BESC-833-3,BESC-833,3,2015,0,0,NA,NA,NA,19.1,0
BESC-833-3,BESC-833,3,2018,0,0,NA,NA,NA,26.4,0
BESC-833-3,BESC-833,3,2019,0,0,NA,NA,NA,27.1,0
BESC-841-3,BESC-841,3,2012,0,0,710,NA,NA,6.300000000000001,0
BESC-841-3,BESC-841,3,2013,0,0,1090,NA,NA,10,0
BESC-841-3,BESC-841,3,2014,0,0,NA,NA,NA,13.5,0
BESC-841-3,BESC-841,3,2015,0,0,NA,NA,NA,16.400000000000002,0
BESC-841-3,BESC-841,3,2018,0,0,NA,NA,NA,21.200000000000003,0
BESC-841-3,BESC-841,3,2019,0,0,NA,NA,NA,22.200000000000003,0
BESC-897-3,BESC-897,3,2012,0,0,660,NA,NA,6.1000000000000005,0
BESC-897-3,BESC-897,3,2013,0,0,650,NA,NA,6.6000000000000005,0
BESC-897-3,BESC-897,3,2014,0,0,NA,NA,NA,6.800000000000001,0
BESC-897-3,BESC-897,3,2015,0,0,NA,NA,NA,8.6,0
BESC-897-3,BESC-897,3,2018,0,0,NA,NA,NA,17.400000000000002,0
BESC-897-3,BESC-897,3,2019,0,0,NA,NA,NA,18.9,0
GW-11026-3,GW-11026,3,2012,0,0,580,NA,NA,6.4,0
GW-11026-3,GW-11026,3,2013,0,0,580,NA,NA,6.6000000000000005,0
GW-11026-3,GW-11026,3,2014,0,0,NA,NA,NA,7.300000000000001,0
GW-11026-3,GW-11026,3,2015,0,0,NA,NA,NA,9.1,0
GW-11026-3,GW-11026,3,2018,0,0,NA,NA,NA,13.2,0
GW-11026-3,GW-11026,3,2019,0,0,NA,NA,NA,14,0
GW-9768-3,GW-9768,3,2012,0,0,570,NA,NA,4.2,0
GW-9768-3,GW-9768,3,2013,0,0,840,NA,NA,7.4,0
GW-9768-3,GW-9768,3,2014,0,0,NA,NA,NA,11.4,0
GW-9768-3,GW-9768,3,2015,0,0,NA,NA,NA,14.7,0
GW-9768-3,GW-9768,3,2018,0,0,NA,NA,NA,23.700000000000003,0
GW-9768-3,GW-9768,3,2019,0,0,NA,NA,NA,25,0
GW-9776-3,GW-9776,3,2012,0,0,850,NA,NA,8.6,0
GW-9776-3,GW-9776,3,2013,0,0,1180,NA,NA,12.5,0
GW-9776-3,GW-9776,3,2014,0,0,NA,NA,NA,15.7,0
GW-9776-3,GW-9776,3,2015,0,0,NA,NA,NA,18.1,0
GW-9776-3,GW-9776,3,2018,0,0,NA,NA,NA,23.700000000000003,0
GW-9776-3,GW-9776,3,2019,0,0,NA,NA,NA,25,0
GW-9854-3,GW-9854,3,2012,0,0,790,NA,NA,8.6,0
GW-9854-3,GW-9854,3,2013,0,0,770,NA,NA,9.6,0
GW-9854-3,GW-9854,3,2014,0,0,NA,NA,NA,10.4,0
GW-9854-3,GW-9854,3,2015,0,0,NA,NA,NA,11.2,0
GW-9854-3,GW-9854,3,2018,0,0,NA,NA,NA,13.6,0
GW-9854-3,GW-9854,3,2019,0,0,NA,NA,NA,14.5,0
SLMC-28-2-3,SLMC-28-2,3,2012,1,0,690,NA,NA,6.9342000000000015,1
SLMC-28-2-3,SLMC-28-2,3,2013,0,1,250,2.8000000000000003,NA,NA,1
SLMC-28-2-3,SLMC-28-2,3,2014,0,1,NA,NA,NA,4.3,1
SLMC-28-2-3,SLMC-28-2,3,2015,0,1,NA,NA,NA,5.4,1
SLMC-28-2-3,SLMC-28-2,3,2018,0,1,NA,NA,NA,11.2,1
SLMC-28-2-3,SLMC-28-2,3,2019,0,1,NA,NA,NA,11.9,1
